94 30
17.54 19.32 115.1 951.6 0.08968 0.1198 0.1036 0.07488 0.1506 0.05491 0.3971 0.8282 3.088 40.73 0.00609 0.02569 0.02713 0.01345 0.01594 0.002658 20.42 25.84 139.5 1239 0.1381 0.342 0.3508 0.1939 0.2928 0.07867
11.76 18.14 75 431.1 0.09968 0.05914 0.02685 0.03515 0.1619 0.06287 0.645 2.105 4.138 49.11 0.005596 0.01005 0.01272 0.01432 0.01575 0.002758 13.36 23.39 85.1 553.6 0.1137 0.07974 0.0612 0.0716 0.1978 0.06915
18.49 17.52 121.3 1068 0.1012 0.1317 0.1491 0.09183 0.1832 0.06697 0.7923 1.045 4.851 95.77 0.007974 0.03214 0.04435 0.01573 0.01617 0.005255 22.75 22.88 146.4 1600 0.1412 0.3089 0.3533 0.1663 0.251 0.09445
14.71 21.59 95.55 656.9 0.1137 0.1365 0.1293 0.08123 0.2027 0.06758 0.4226 1.15 2.735 40.09 0.003659 0.02855 0.02572 0.01272 0.01817 0.004108 17.87 30.7 115.7 985.5 0.1368 0.429 0.3587 0.1834 0.3698 0.1094
17.05 19.08 113.4 895 0.1141 0.1572 0.191 0.109 0.2131 0.06325 0.2959 0.679 2.153 31.98 0.005532 0.02008 0.03055 0.01384 0.01177 0.002336 19.59 24.89 133.5 1189 0.1703 0.3934 0.5018 0.2543 0.3109 0.09061
17.68 20.74 117.4 963.7 0.1115 0.1665 0.1855 0.1054 0.1971 0.06166 0.8113 1.4 5.54 93.91 0.009037 0.04954 0.05206 0.01841 0.01778 0.004968 20.47 25.11 132.9 1302 0.1418 0.3498 0.3583 0.1515 0.2463 0.07738
15.53 33.56 103.7 744.9 0.1063 0.1639 0.1751 0.08399 0.2091 0.0665 0.2419 1.278 1.903 23.02 0.005345 0.02556 0.02889 0.01022 0.009947 0.003359 18.49 49.54 126.3 1035 0.1883 0.5564 0.5703 0.2014 0.3512 0.1204
15.06 19.83 100.3 705.6 0.1039 0.1553 0.17 0.08815 0.1855 0.06284 0.4768 0.9644 3.706 47.14 0.00925 0.03715 0.04867 0.01851 0.01498 0.00352 18.23 24.23 123.5 1025 0.1551 0.4203 0.5203 0.2115 0.2834 0.08234
15.85 23.95 103.7 782.7 0.08401 0.1002 0.09938 0.05364 0.1847 0.05338 0.4033 1.078 2.903 36.58 0.009769 0.03126 0.05051 0.01992 0.02981 0.003002 16.84 27.66 112 876.5 0.1131 0.1924 0.2322 0.1119 0.2809 0.06287
16.27 20.71 106.9 813.7 0.1169 0.1319 0.1478 0.08488 0.1948 0.06277 0.4375 1.232 3.27 44.41 0.006697 0.02083 0.03248 0.01392 0.01536 0.002789 19.28 30.38 129.8 1121 0.159 0.2947 0.3597 0.1583 0.3103 0.082
20.47 20.67 134.7 1299 0.09156 0.1313 0.1523 0.1015 0.2166 0.05419 0.8336 1.736 5.168 100.4 0.004938 0.03089 0.04093 0.01699 0.02816 0.002719 23.23 27.15 152 1645 0.1097 0.2534 0.3092 0.1613 0.322 0.06386
16.78 18.8 109.3 886.3 0.08865 0.09182 0.08422 0.06576 0.1893 0.05534 0.599 1.391 4.129 67.34 0.006123 0.0247 0.02626 0.01604 0.02091 0.003493 20.05 26.3 130.7 1260 0.1168 0.2119 0.2318 0.1474 0.281 0.07228
15.75 20.25 102.6 761.3 0.1025 0.1204 0.1147 0.06462 0.1935 0.06303 0.3473 0.9209 2.244 32.19 0.004766 0.02374 0.02384 0.008637 0.01772 0.003131 19.56 30.29 125.9 1088 0.1552 0.448 0.3976 0.1479 0.3993 0.1064
12.68 23.84 82.69 499 0.1122 0.1262 0.1128 0.06873 0.1905 0.0659 0.4255 1.178 2.927 36.46 0.007781 0.02648 0.02973 0.0129 0.01635 0.003601 17.09 33.47 111.8 888.3 0.1851 0.4061 0.4024 0.1716 0.3383 0.1031
15.05 19.07 97.26 701.9 0.09215 0.08597 0.07486 0.04335 0.1561 0.05915 0.386 1.198 2.63 38.49 0.004952 0.0163 0.02967 0.009423 0.01152 0.001718 17.58 28.06 113.8 967 0.1246 0.2101 0.2866 0.112 0.2282 0.06954
20.18 19.54 133.8 1250 0.1133 0.1489 0.2133 0.1259 0.1724 0.06053 0.4331 1.001 3.008 52.49 0.009087 0.02715 0.05546 0.0191 0.02451 0.004005 22.03 25.07 146 1479 0.1665 0.2942 0.5308 0.2173 0.3032 0.08075
14.45 20.22 94.49 642.7 0.09872 0.1206 0.118 0.0598 0.195 0.06466 0.2092 0.6509 1.446 19.42 0.004044 0.01597 0.02 0.007303 0.01522 0.001976 18.33 30.12 117.9 1044 0.1552 0.4056 0.4967 0.1838 0.4753 0.1013
16.26 21.88 107.5 826.8 0.1165 0.1283 0.1799 0.07981 0.1869 0.06532 0.5706 1.457 2.961 57.72 0.01056 0.03756 0.05839 0.01186 0.04022 0.006187 17.73 25.21 113.7 975.2 0.1426 0.2116 0.3344 0.1047 0.2736 0.07953
12.83 22.33 85.26 503.2 0.1088 0.1799 0.1695 0.06861 0.2123 0.07254 0.3061 1.069 2.257 25.13 0.006983 0.03858 0.04683 0.01499 0.0168 0.005617 15.2 30.15 105.3 706 0.1777 0.5343 0.6282 0.1977 0.3407 0.1243
15.7 20.31 101.2 766.6 0.09597 0.08799 0.06593 0.05189 0.1618 0.05549 0.3699 1.15 2.406 40.98 0.004626 0.02263 0.01954 0.009767 0.01547 0.00243 20.11 32.82 129.3 1269 0.1414 0.3547 0.2902 0.1541 0.3437 0.08631
15.22 30.62 103.4 716.9 0.1048 0.2087 0.255 0.09429 0.2128 0.07152 0.2602 1.205 2.362 22.65 0.004625 0.04844 0.07359 0.01608 0.02137 0.006142 17.52 42.79 128.7 915 0.1417 0.7917 1.17 0.2356 0.4089 0.1409
23.21 26.97 153.5 1670 0.09509 0.1682 0.195 0.1237 0.1909 0.06309 1.058 0.9635 7.247 155.8 0.006428 0.02863 0.04497 0.01716 0.0159 0.003053 31.01 34.51 206 2944 0.1481 0.4126 0.582 0.2593 0.3103 0.08677
17.27 25.42 112.4 928.8 0.08331 0.1109 0.1204 0.05736 0.1467 0.05407 0.51 1.679 3.283 58.38 0.008109 0.04308 0.04942 0.01742 0.01594 0.003739 20.38 35.46 132.8 1284 0.1436 0.4122 0.5036 0.1739 0.25 0.07944
19.73 19.82 130.7 1206 0.1062 0.1849 0.2417 0.0974 0.1733 0.06697 0.7661 0.78 4.115 92.81 0.008482 0.05057 0.068 0.01971 0.01467 0.007259 25.28 25.59 159.8 1933 0.171 0.5955 0.8489 0.2507 0.2749 0.1297
13.28 20.28 87.32 545.2 0.1041 0.1436 0.09847 0.06158 0.1974 0.06782 0.3704 0.8249 2.427 31.33 0.005072 0.02147 0.02185 0.00956 0.01719 0.003317 17.38 28 113.1 907.2 0.153 0.3724 0.3664 0.1492 0.3739 0.1027
17.6 23.33 119 980.5 0.09289 0.2004 0.2136 0.1002 0.1696 0.07369 0.9289 1.465 5.801 104.9 0.006766 0.07025 0.06591 0.02311 0.01673 0.0113 21.57 28.87 143.6 1437 0.1207 0.4785 0.5165 0.1996 0.2301 0.1224
21.16 23.04 137.2 1404 0.09428 0.1022 0.1097 0.08632 0.1769 0.05278 0.6917 1.127 4.303 93.99 0.004728 0.01259 0.01715 0.01038 0.01083 0.001987 29.17 35.59 188 2615 0.1401 0.26 0.3155 0.2009 0.2822 0.07526
13.77 22.29 90.63 588.9 0.12 0.1267 0.1385 0.06526 0.1834 0.06877 0.6191 2.112 4.906 49.7 0.0138 0.03348 0.04665 0.0206 0.02689 0.004306 16.39 34.01 111.6 806.9 0.1737 0.3122 0.3809 0.1673 0.308 0.09333
17.99 10.38 122.8 1001 0.1184 0.2776 0.3001 0.1471 0.2419 0.07871 1.095 0.9053 8.589 153.4 0.006399 0.04904 0.05373 0.01587 0.03003 0.006193 25.38 17.33 184.6 2019 0.1622 0.6656 0.7119 0.2654 0.4601 0.1189
13.43 19.63 85.84 565.4 0.09048 0.06288 0.05858 0.03438 0.1598 0.05671 0.4697 1.147 3.142 43.4 0.006003 0.01063 0.02151 0.009443 0.0152 0.001868 17.98 29.87 116.6 993.6 0.1401 0.1546 0.2644 0.116 0.2884 0.07371
18.82 21.97 123.7 1110 0.1018 0.1389 0.1594 0.08744 0.1943 0.06132 0.8191 1.931 4.493 103.9 0.008074 0.04088 0.05321 0.01834 0.02383 0.004515 22.66 30.93 145.3 1603 0.139 0.3463 0.3912 0.1708 0.3007 0.08314
13.8 15.79 90.43 584.1 0.1007 0.128 0.07789 0.05069 0.1662 0.06566 0.2787 0.6205 1.957 23.35 0.004717 0.02065 0.01759 0.009206 0.0122 0.00313 16.57 20.86 110.3 812.4 0.1411 0.3542 0.2779 0.1383 0.2589 0.103
19.16 26.6 126.2 1138 0.102 0.1453 0.1921 0.09664 0.1902 0.0622 0.6361 1.001 4.321 69.65 0.007392 0.02449 0.03988 0.01293 0.01435 0.003446 23.72 35.9 159.8 1724 0.1782 0.3841 0.5754 0.1872 0.3258 0.0972
18.81 19.98 120.9 1102 0.08923 0.05884 0.0802 0.05843 0.155 0.04996 0.3283 0.828 2.363 36.74 0.007571 0.01114 0.02623 0.01463 0.0193 0.001676 19.96 24.3 129 1236 0.1243 0.116 0.221 0.1294 0.2567 0.05737
17.57 15.05 115 955.1 0.09847 0.1157 0.09875 0.07953 0.1739 0.06149 0.6003 0.8225 4.655 61.1 0.005627 0.03033 0.03407 0.01354 0.01925 0.003742 20.01 19.52 134.9 1227 0.1255 0.2812 0.2489 0.1456 0.2756 0.07919
18.31 20.58 120.8 1052 0.1068 0.1248 0.1569 0.09451 0.186 0.05941 0.5449 0.9225 3.218 67.36 0.006176 0.01877 0.02913 0.01046 0.01559 0.002725 21.86 26.2 142.2 1493 0.1492 0.2536 0.3759 0.151 0.3074 0.07863
19.1 26.29 129.1 1132 0.1215 0.1791 0.1937 0.1469 0.1634 0.07224 0.519 2.91 5.801 67.1 0.007545 0.0605 0.02134 0.01843 0.03056 0.01039 20.33 32.72 141.3 1298 0.1392 0.2817 0.2432 0.1841 0.2311 0.09203
20.55 20.86 137.8 1308 0.1046 0.1739 0.2085 0.1322 0.2127 0.06251 0.6986 0.9901 4.706 87.78 0.004578 0.02616 0.04005 0.01421 0.01948 0.002689 24.3 25.48 160.2 1809 0.1268 0.3135 0.4433 0.2148 0.3077 0.07569
11.8 16.58 78.99 432 0.1091 0.17 0.1659 0.07415 0.2678 0.07371 0.3197 1.426 2.281 24.72 0.005427 0.03633 0.04649 0.01843 0.05628 0.004635 13.74 26.38 91.93 591.7 0.1385 0.4092 0.4504 0.1865 0.5774 0.103
11.42 20.38 77.58 386.1 0.1425 0.2839 0.2414 0.1052 0.2597 0.09744 0.4956 1.156 3.445 27.23 0.00911 0.07458 0.05661 0.01867 0.05963 0.009208 14.91 26.5 98.87 567.7 0.2098 0.8663 0.6869 0.2575 0.6638 0.173
20.34 21.51 135.9 1264 0.117 0.1875 0.2565 0.1504 0.2569 0.0667 0.5702 1.023 4.012 69.06 0.005485 0.02431 0.0319 0.01369 0.02768 0.003345 25.3 31.86 171.1 1938 0.1592 0.4492 0.5344 0.2685 0.5558 0.1024
21.61 22.28 144.4 1407 0.1167 0.2087 0.281 0.1562 0.2162 0.06606 0.6242 0.9209 4.158 80.99 0.005215 0.03726 0.04718 0.01288 0.02045 0.004028 26.23 28.74 172 2081 0.1502 0.5717 0.7053 0.2422 0.3828 0.1007
20.48 21.46 132.5 1306 0.08355 0.08348 0.09042 0.06022 0.1467 0.05177 0.6874 1.041 5.144 83.5 0.007959 0.03133 0.04257 0.01671 0.01341 0.003933 24.22 26.17 161.7 1750 0.1228 0.2311 0.3158 0.1445 0.2238 0.07127
16.6 28.08 108.3 858.1 0.08455 0.1023 0.09251 0.05302 0.159 0.05648 0.4564 1.075 3.425 48.55 0.005903 0.03731 0.0473 0.01557 0.01318 0.003892 18.98 34.12 126.7 1124 0.1139 0.3094 0.3403 0.1418 0.2218 0.0782
27.42 26.27 186.9 2501 0.1084 0.1988 0.3635 0.1689 0.2061 0.05623 2.547 1.306 18.65 542.2 0.00765 0.05374 0.08055 0.02598 0.01697 0.004558 36.04 31.37 251.2 4254 0.1357 0.4256 0.6833 0.2625 0.2641 0.07427
18.01 20.56 118.4 1007 0.1001 0.1289 0.117 0.07762 0.2116 0.06077 0.7548 1.288 5.353 89.74 0.007997 0.027 0.03737 0.01648 0.02897 0.003996 21.53 26.06 143.4 1426 0.1309 0.2327 0.2544 0.1489 0.3251 0.07625
19.21 18.57 125.5 1152 0.1053 0.1267 0.1323 0.08994 0.1917 0.05961 0.7275 1.193 4.837 102.5 0.006458 0.02306 0.02945 0.01538 0.01852 0.002608 26.14 28.14 170.1 2145 0.1624 0.3511 0.3879 0.2091 0.3537 0.08294
20.57 17.77 132.9 1326 0.08474 0.07864 0.0869 0.07017 0.1812 0.05667 0.5435 0.7339 3.398 74.08 0.005225 0.01308 0.0186 0.0134 0.01389 0.003532 24.99 23.41 158.8 1956 0.1238 0.1866 0.2416 0.186 0.275 0.08902
13.98 19.62 91.12 599.5 0.106 0.1133 0.1126 0.06463 0.1669 0.06544 0.2208 0.9533 1.602 18.85 0.005314 0.01791 0.02185 0.009567 0.01223 0.002846 17.04 30.8 113.9 869.3 0.1613 0.3568 0.4069 0.1827 0.3179 0.1055
14.9 22.53 102.1 685 0.09947 0.2225 0.2733 0.09711 0.2041 0.06898 0.253 0.8749 3.466 24.19 0.006965 0.06213 0.07926 0.02234 0.01499 0.005784 16.35 27.57 125.4 832.7 0.1419 0.709 0.9019 0.2475 0.2866 0.1155
20.6 29.33 140.1 1265 0.1178 0.277 0.3514 0.152 0.2397 0.07016 0.726 1.595 5.772 86.22 0.006522 0.06158 0.07117 0.01664 0.02324 0.006185 25.74 39.42 184.6 1821 0.165 0.8681 0.9387 0.265 0.4087 0.124
19.59 25 127.7 1191 0.1032 0.09871 0.1655 0.09063 0.1663 0.05391 0.4674 1.375 2.916 56.18 0.0119 0.01929 0.04907 0.01499 0.01641 0.001807 21.44 30.96 139.8 1421 0.1528 0.1845 0.3977 0.1466 0.2293 0.06091
13.86 16.93 90.96 578.9 0.1026 0.1517 0.09901 0.05602 0.2106 0.06916 0.2563 1.194 1.933 22.69 0.00596 0.03438 0.03909 0.01435 0.01939 0.00456 15.75 26.93 104.4 750.1 0.146 0.437 0.4636 0.1654 0.363 0.1059
16.13 20.68 108.1 798.8 0.117 0.2022 0.1722 0.1028 0.2164 0.07356 0.5692 1.073 3.854 54.18 0.007026 0.02501 0.03188 0.01297 0.01689 0.004142 20.96 31.48 136.8 1315 0.1789 0.4233 0.4784 0.2073 0.3706 0.1142
18.61 20.25 122.1 1094 0.0944 0.1066 0.149 0.07731 0.1697 0.05699 0.8529 1.849 5.632 93.54 0.01075 0.02722 0.05081 0.01911 0.02293 0.004217 21.31 27.26 139.9 1403 0.1338 0.2117 0.3446 0.149 0.2341 0.07421
20.13 28.25 131.2 1261 0.0978 0.1034 0.144 0.09791 0.1752 0.05533 0.7655 2.463 5.203 99.04 0.005769 0.02423 0.0395 0.01678 0.01898 0.002498 23.69 38.25 155 1731 0.1166 0.1922 0.3215 0.1628 0.2572 0.06637
12.46 24.04 83.97 475.9 0.1186 0.2396 0.2273 0.08543 0.203 0.08243 0.2976 1.599 2.039 23.94 0.007149 0.07217 0.07743 0.01432 0.01789 0.01008 15.09 40.68 97.65 711.4 0.1853 1.058 1.105 0.221 0.4366 0.2075
13.81 23.75 91.56 597.8 0.1323 0.1768 0.1558 0.09176 0.2251 0.07421 0.5648 1.93 3.909 52.72 0.008824 0.03108 0.03112 0.01291 0.01998 0.004506 19.2 41.85 128.5 1153 0.2226 0.5209 0.4646 0.2013 0.4432 0.1086
19.45 19.33 126.5 1169 0.1035 0.1188 0.1379 0.08591 0.1776 0.05647 0.5959 0.6342 3.797 71 0.004649 0.018 0.02749 0.01267 0.01365 0.00255 25.7 24.57 163.1 1972 0.1497 0.3161 0.4317 0.1999 0.3379 0.0895
13.11 15.56 87.21 530.2 0.1398 0.1765 0.2071 0.09601 0.1925 0.07692 0.3908 0.9238 2.41 34.66 0.007162 0.02912 0.05473 0.01388 0.01547 0.007098 16.31 22.4 106.4 827.2 0.1862 0.4099 0.6376 0.1986 0.3147 0.1405
